全局序号,分类,分类内序号,等级,POI_ID,名称,子类,地址,经度,纬度,评分,价格/费用/余量,开放/服务时间,建议游览分钟,电话,标签,简介/用途,图片URL,动态字段,数据用途,选择分,备注
402,卫生间,,L3,1531,公共卫生间,公共厕所,澎湖路小康公园(东侧),120.825273,31.61354,,,,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,79.54,开放状态以现场公示为准；本数据用于前端分层展示。
403,卫生间,,L3,1788,无障碍公共厕所,公共厕所,尤巷路与尚湖大道交叉口南40米,120.627687,31.662646,,,,,,公厕、公共服务,无障碍公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,78.438,开放状态以现场公示为准；本数据用于前端分层展示。
404,卫生间,,L3,1793,公共厕所,公共厕所,虞山镇莫城章强制版加工厂西侧100米,120.620917,31.654305,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,78.258,开放状态以现场公示为准；本数据用于前端分层展示。
405,卫生间,,L3,1791,公共卫生间,公共厕所,沙家浜大闸蟹养殖户西北侧110米,120.77573,31.541455,,,,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,78.196,开放状态以现场公示为准；本数据用于前端分层展示。
406,卫生间,,L3,1699,公共厕所,公共厕所,沙家浜风景区-沙家浜芦荡湿地西侧170米,120.80308,31.557371,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,76.479,开放状态以现场公示为准；本数据用于前端分层展示。
407,卫生间,,L3,1783,无障碍公共厕所,公共厕所,老街与丁家桥路交叉口西北420米,120.942686,31.715155,,,,,,公厕、公共服务,无障碍公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,76.232,开放状态以现场公示为准；本数据用于前端分层展示。
408,卫生间,,L3,1647,公共厕所,公共厕所,中兴南路(苏州市常熟蒋巷乡村旅游景区),120.970781,31.504696,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,74.053,开放状态以现场公示为准；本数据用于前端分层展示。
409,卫生间,,L3,1708,S359沙家浜服务区公共厕所,公共厕所,沙家浜服务区与锡太公路交叉口西北240米,120.878719,31.552698,,,,,,公厕、公共服务,S359沙家浜服务区公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,70.081,开放状态以现场公示为准；本数据用于前端分层展示。
410,卫生间,,L3,1670,燕园-公共厕所,公共厕所,榆树街与河东街交叉口东40米,120.744721,31.648709,,,,,,公厕、公共服务,燕园-公共厕所用于公共服务、亲子/老人路线便利性提示。,,,路线服务主节点,69.717,开放状态以现场公示为准；本数据用于前端分层展示。
411,卫生间,,L2,1735,无障碍公共厕所,残障洗手间/无障碍洗手间,虞山北路与珠江路交叉口北40米,120.735981,31.662666,,,,,,公厕、公共服务,无障碍公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,69.441,开放状态以现场公示为准；本数据用于前端分层展示。
412,卫生间,,L2,1682,男卫生间(永旺梦乐城),男洗手间,东南大道168号永旺梦乐城1F层,120.777769,31.600691,,,,,,公厕、公共服务,男卫生间(永旺梦乐城)用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,68.091,开放状态以现场公示为准；本数据用于前端分层展示。
413,卫生间,,L2,1703,公共厕所,生活服务场所,赵园路18号,120.887955,31.750237,,,,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,64.992,开放状态以现场公示为准；本数据用于前端分层展示。
414,卫生间,,L2,1563,无障碍公共厕所,公共厕所,锁澜北路与泰安街交叉口西北240米,120.752494,31.651646,,,24小时营业,,,公厕、公共服务,无障碍公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.928,开放状态以现场公示为准；本数据用于前端分层展示。
415,卫生间,,L2,1840,公共厕所,公共厕所,东门大街与五福街交叉口南40米,120.748438,31.647424,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.755,开放状态以现场公示为准；本数据用于前端分层展示。
416,卫生间,,L2,1574,公共卫生间,公共厕所,颜北弄颜港北村-五区,120.755555,31.645072,,,24小时营业,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.698,开放状态以现场公示为准；本数据用于前端分层展示。
417,卫生间,,L2,1566,公共厕所,公共厕所,工会驿站内,120.739259,31.653858,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.618,开放状态以现场公示为准；本数据用于前端分层展示。
418,卫生间,,L2,1571,公共厕所,公共厕所,闽江东路五星新村六区,120.751972,31.667458,,,06:00-21:00,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.544,开放状态以现场公示为准；本数据用于前端分层展示。
419,卫生间,,L2,1536,公共厕所,公共厕所,陶山路湖苑新村-一区,120.769028,31.645431,,,09:00-21:00,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.459,开放状态以现场公示为准；本数据用于前端分层展示。
420,卫生间,,L2,1568,公共卫生间,公共厕所,海虞北路41-4,120.754505,31.673233,,,24小时营业,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.35,开放状态以现场公示为准；本数据用于前端分层展示。
421,卫生间,,L2,1760,无障碍公共厕所,残障洗手间/无障碍洗手间,西庄街与元和路交叉口西北280米,120.736495,31.63876,,,24小时营业,,,公厕、公共服务,无障碍公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.319,开放状态以现场公示为准；本数据用于前端分层展示。
422,卫生间,,L2,1645,公共厕所,公共厕所,花园浜路200号1,120.742476,31.634833,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.304,开放状态以现场公示为准；本数据用于前端分层展示。
423,卫生间,,L2,1538,公共厕所,公共厕所,报慈北路192附近,120.736767,31.670717,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.277,开放状态以现场公示为准；本数据用于前端分层展示。
424,卫生间,,L2,1492,公共厕所,公共厕所,星光路与培文路交叉口西南40米,120.779314,31.653503,,,09:00-21:00,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.244,开放状态以现场公示为准；本数据用于前端分层展示。
425,卫生间,,L2,1598,公共卫生间,公共厕所,烟雨路与湖心亭路交叉口东南140米,120.731922,31.633254,,,24小时营业,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,51.096,开放状态以现场公示为准；本数据用于前端分层展示。
426,卫生间,,L2,1462,公共厕所,公共厕所,富春江西路与金山路交界往东100米,120.784051,31.633342,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.878,开放状态以现场公示为准；本数据用于前端分层展示。
427,卫生间,,L2,1475,公共卫生间,公共厕所,富民西路万达华府,120.733856,31.683481,,,09:00-21:00,,,公厕、公共服务,公共卫生间用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.875,开放状态以现场公示为准；本数据用于前端分层展示。
428,卫生间,,L2,1465,公共厕所,公共厕所,黄浦路衡山路路口,120.763952,31.688338,,,09:00-19:00,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.804,开放状态以现场公示为准；本数据用于前端分层展示。
429,卫生间,,L2,1764,公共厕所,公共厕所,富莲路与常兴路交叉口北120米,120.745031,31.618382,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.799,开放状态以现场公示为准；本数据用于前端分层展示。
430,卫生间,,L2,1731,公共厕所,公共厕所,环湖北路55号,120.711988,31.63692,,,07:00-16:00,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.714,开放状态以现场公示为准；本数据用于前端分层展示。
431,卫生间,,L2,1477,公共厕所,公共厕所,泯新路8号,120.775458,31.688001,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.689,开放状态以现场公示为准；本数据用于前端分层展示。
432,卫生间,,L2,1554,公共厕所(三峰寺牌楼旁),公共厕所,三峰街三峰寺牌楼旁,120.712062,31.679254,,,08:00-17:00,,,公厕、公共服务,公共厕所(三峰寺牌楼旁)用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.567,开放状态以现场公示为准；本数据用于前端分层展示。
433,卫生间,,L2,1473,公共厕所,公共厕所,柳州路3号附近,120.725918,31.698002,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.341,开放状态以现场公示为准；本数据用于前端分层展示。
434,卫生间,,L2,1597,公共厕所,公共厕所,淼泉社区日间照料中心对面,120.819491,31.664332,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.071,开放状态以现场公示为准；本数据用于前端分层展示。
435,卫生间,,L2,1663,公共厕所,公共厕所,太公路3号,120.6854,31.644975,,,24小时营业,,,公厕、公共服务,公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,50.066,开放状态以现场公示为准；本数据用于前端分层展示。
436,卫生间,,L2,1507,无障碍公共厕所,公共厕所,福塘路与隐湖路交叉口西160米,120.766709,31.593677,,,24小时营业,,,公厕、公共服务,无障碍公共厕所用于公共服务、亲子/老人路线便利性提示。,,,搜索/候选展示/后续补全,49.955,开放状态以现场公示为准；本数据用于前端分层展示。
